ID,rader,year,authors,title,journal,vol,begin,end,DOI,exclude,rationale
576,Malory,1999,"Holzapfel, C; Mahall, BE",Bidirectional facilitation and interference between shrubs and annuals in the Mojave Desert,ECOLOGY,80,1747,1761,10.2307/176564,,
577,Malory,1999,"Nunez, CI; Aizen, MA; Ezcurra, C",Species associations and nurse plant effects in patches of high-Andean vegetation,JOURNAL OF VEGETATION SCIENCE,10,357,364,10.2307/3237064,,
578,Malory,1999,"Olff, H; Vera, FWM; Bokdam, J; Bakker, ES; Gleichman, JM; de Maeyer, K; Smit, R",Shifting mosaics in grazed woodlands driven by the alternation of plant facilitation and competition,PLANT BIOLOGY,1,127,137,10.1055/s-2007-978499,,
579,Malory,1998,"Li, XD; Wilson, SD",Facilitation among woody plants establishing in an old field,ECOLOGY,79,2694,2705,10.1890/0012-9658(1998)079[2694:FAWPEI]2.0.CO;2,,
580,Malory,1998,"Callaway, RM; Davis, FW",Recruitment of Quercus agrifolia in central California: the importance of shrub-dominated patches,JOURNAL OF VEGETATION SCIENCE,9,647,656,10.2307/3237283,,
581,Malory,1998,"Raffaele, E; Veblen, TT","Facilitation by nurse shrubs of resprouting behavior in a post-fire shrubland in northern Patagonia, Argentina",JOURNAL OF VEGETATION SCIENCE,9,693,698,10.2307/3237287,,
582,Malory,1998,"Callaway, RM",Are positive interactions species-specific?,OIKOS,82,202,207,10.2307/3546931,,
583,Malory,1998,"Meiners, SJ; Gorchov, DL",Effects of distance to Juniperus virginiana on the establishment of Fraxinus and Acer seedlings in old fields,AMERICAN MIDLAND NATURALIST,139,353,364,10.1674/0003-0031(1998)139[0353:EODTJV]2.0.CO;2,,
584,Malory,1998,"Jumpponen, A; Mattson, K; Trappe, JM; Ohtonen, R","Effects of established willows on primary succession on Lyman Glacier forefront, North Cascade Range, Washington, USA: Evidence for simultaneous canopy inhibition and soil facilitation",ARCTIC AND ALPINE RESEARCH,30,31,39,10.2307/1551743,,
585,Malory,1997,"Denno, RF; Benrey, B",Aggregation facilitates larval growth in the neotropical nymphalid butterfly Chlosyne janais,ECOLOGICAL ENTOMOLOGY,22,133,141,10.1046/j.1365-2311.1997.t01-1-00063.x,,
586,Malory,1996,"Callaway, RM; DeLucia, EH; Moore, D; Nowak, R; Schlesinger, WH",Competition and facilitation: Contrasting effects of Artemisia tridentata on desert vs montane pines,ECOLOGY,77,2130,2141,10.2307/2265707,,
587,Malory,1996,"Pugnaire, FI; Haase, P; Puigdefabregas, J",Facilitation between higher plant species in a semiarid environment,ECOLOGY,77,1420,1426,10.2307/2265539,,
588,Malory,1996,"Hoffmann, WA",The effects of fire and cover on seedling establishment in a neotropical savanna,JOURNAL OF ECOLOGY,84,383,393,10.2307/2261200,,
589,Malory,1995,"HACKER, SD; BERTNESS, MD",MORPHOLOGICAL AND PHYSIOLOGICAL CONSEQUENCES OF A POSITIVE PLANT INTERACTION,ECOLOGY,76,2165,2175,10.2307/1941690,,
590,Malory,1994,"CALLAWAY, RM",FACILITATIVE AND INTERFERING EFFECTS OF ARTHROCNEMUM-SUBTERMINALE ON WINTER ANNUALS,ECOLOGY,75,681,686,10.2307/1941726,,
591,Malory,1994,"SILVERTOWN, J; WILSON, JB",COMMUNITY STRUCTURE IN A DESERT PERENNIAL COMMUNITY,ECOLOGY,75,409,417,10.2307/1939544,,
592,Malory,1991,"BOWMAN, DMJS; FENSHAM, RJ","RESPONSE OF A MONSOON FOREST-SAVANNA BOUNDARY TO FIRE PROTECTION, WEIPA, NORTHERN AUSTRALIA",AUSTRALIAN JOURNAL OF ECOLOGY,16,111,118,10.1111/j.1442-9993.1991.tb01486.x,,
593,Malory,1991,"VALIENTEBANUET, A; VITE, F; ZAVALAHURTADO, JA",INTERACTION BETWEEN THE CACTUS NEOBUXBAUMIA-TETETZO AND THE NURSE SHRUB MIMOSA-LUISANA,JOURNAL OF VEGETATION SCIENCE,2,11,14,10.2307/3235892,,
